County,Year,Electricity Usage (GWh)
Alameda,2004,2897.764371
Alpine,2004,8.996372000000001
Amador,2004,135.64274
Butte,2004,689.675374
Calaveras,2004,189.230418
Colusa,2004,59.63039499999999
Contra Costa,2004,2649.689498
Del Norte,2004,121.90901000000001
El Dorado,2004,723.204229
Fresno,2004,2351.231518
Glenn,2004,87.45743399999999
Humboldt,2004,337.92236
Imperial,2004,478.09830199999993
Inyo,2004,57.01464
Kern,2004,1865.524074
Kings,2004,326.264427
Lake,2004,256.933198
Lassen,2004,102.440584
Los Angeles,2004,19507.01413
Madera,2004,373.159609
Marin,2004,687.5191
Mariposa,2004,67.74039599999999
Mendocino,2004,284.810627
Merced,2004,612.583276
Modoc,2004,56.45333299999999
Mono,2004,92.486007
Monterey,2004,724.955009
Napa,2004,363.241524
Nevada,2004,398.248625
Orange,2004,6611.743915
Placer,2004,1215.313735
Plumas,2004,101.277846
Riverside,2004,5018.687606
Sacramento,2004,4422.286081
San Benito,2004,117.398444
San Bernardino,2004,5044.577708
San Diego,2004,6330.979359
San Francisco,2004,1381.124787
San Joaquin,2004,1631.6698800000001
San Luis Obispo,2004,636.73805
San Mateo,2004,1545.6445449999999
Santa Barbara,2004,789.708713
Santa Clara,2004,3777.311967
Santa Cruz,2004,570.8417519999999
Shasta,2004,712.93153
Sierra,2004,15.111007
Siskiyou,2004,229.83193500000002
Solano,2004,989.4588650000001
Sonoma,2004,1225.967605
Stanislaus,2004,1618.95042
Sutter,2004,253.883482
Tehama,2004,216.05947999999998
Trinity,2004,8.393308
Tulare,2004,1046.677667
Tuolumne,2004,217.98705499999997
Ventura,2004,1743.5965410000001
Yolo,2004,473.86805300000003
Yuba,2004,171.569618
Alameda,2003,2937.070283
Alpine,2003,6.352394
Amador,2003,129.15965500000001
Butte,2003,658.65355
Calaveras,2003,177.23824299999998
Colusa,2003,58.221056000000004
Contra Costa,2003,2539.933261
Del Norte,2003,121.60870200000001
El Dorado,2003,689.442079
Fresno,2003,2299.2095670000003
Glenn,2003,85.005914
Humboldt,2003,315.452239
Imperial,2003,476.965254
Inyo,2003,49.434791
Kern,2003,1831.9696399999998
Kings,2003,313.893397
Lake,2003,243.76601499999998
Lassen,2003,99.290481
Los Angeles,2003,19056.036722999997
Madera,2003,361.647828
Marin,2003,660.459622
Mariposa,2003,64.97561400000001
Mendocino,2003,265.286837
Merced,2003,593.007145
Modoc,2003,56.767658999999995
Mono,2003,88.21765400000001
Monterey,2003,707.438704
Napa,2003,354.819742
Nevada,2003,378.582346
Orange,2003,6374.642704999999
Placer,2003,1145.031726
Plumas,2003,96.15310600000001
Riverside,2003,5469.023535
Sacramento,2003,4378.308857
San Benito,2003,114.336575
San Bernardino,2003,4251.07914
San Diego,2003,6043.283018
San Francisco,2003,1363.69552
San Joaquin,2003,1575.103968
San Luis Obispo,2003,624.8196059999999
San Mateo,2003,1514.1073210000002
Santa Barbara,2003,772.939305
Santa Clara,2003,3856.6169340000006
Santa Cruz,2003,544.60722
Shasta,2003,689.581582
Sierra,2003,15.062014999999999
Siskiyou,2003,231.001682
Solano,2003,990.766941
Sonoma,2003,1187.25935
Stanislaus,2003,1609.938768
Sutter,2003,245.28876
Tehama,2003,202.298376
Trinity,2003,7.838944000000001
Tulare,2003,1037.99351
Tuolumne,2003,207.06708700000001
Ventura,2003,1692.266324
Yolo,2003,473.471103
Yuba,2003,158.191017
Alameda,2002,2811.610305
Alpine,2002,6.720953
Amador,2002,126.436871
Butte,2002,638.649397
Calaveras,2002,175.34886699999998
Colusa,2002,54.712737
Contra Costa,2002,2484.671228
Del Norte,2002,117.067626
El Dorado,2002,665.898217
Fresno,2002,2157.1356579999997
Glenn,2002,83.135757
Humboldt,2002,308.806379
Imperial,2002,445.54652300000004
Inyo,2002,49.333667
Kern,2002,1677.585077
Kings,2002,291.759409
Lake,2002,244.737204
Lassen,2002,97.276737
Los Angeles,2002,17917.337912
Madera,2002,336.154775
Marin,2002,659.745146
Mariposa,2002,62.769693999999994
Mendocino,2002,264.114559
Merced,2002,562.7740259999999
Modoc,2002,55.363948
Mono,2002,86.703655
Monterey,2002,693.573337
Napa,2002,340.496992
Nevada,2002,379.093481
Orange,2002,5989.08259
Placer,2002,1054.9800070000001
Plumas,2002,96.899452
Riverside,2002,4832.820103
Sacramento,2002,4102.198812
San Benito,2002,111.070475
San Bernardino,2002,3817.7334960000003
San Diego,2002,5677.814044
San Francisco,2002,1365.713685
San Joaquin,2002,1474.048394
San Luis Obispo,2002,542.0436990000001
San Mateo,2002,1513.29151
Santa Barbara,2002,742.538202
Santa Clara,2002,3631.7249939999997
Santa Cruz,2002,542.870673
Shasta,2002,668.133612
Sierra,2002,14.777045000000001
Siskiyou,2002,218.07313900000003
Solano,2002,908.862781
Sonoma,2002,1152.5942730000002
Stanislaus,2002,1504.593933
Sutter,2002,228.446333
Tehama,2002,198.32403300000001
Trinity,2002,7.947023
Tulare,2002,941.8622519999999
Tuolumne,2002,208.125792
Ventura,2002,1582.510178
Yolo,2002,437.40360499999997
Yuba,2002,154.455703
Alameda,2001,2745.201964
Alpine,2001,6.858447999999999
Amador,2001,121.40346399999999
Butte,2001,604.6957990000001
Calaveras,2001,168.843345
Colusa,2001,53.398152
Contra Costa,2001,2371.221596
Del Norte,2001,114.90433200000001
El Dorado,2001,635.349995
Fresno,2001,2082.55798
Glenn,2001,79.871643
Humboldt,2001,296.904247
Imperial,2001,464.96302599999996
Inyo,2001,48.276775
Kern,2001,1635.050195
Kings,2001,283.642465
Lake,2001,237.51372400000002
Lassen,2001,94.630059
Los Angeles,2001,18212.579374
Madera,2001,324.816593
Marin,2001,638.295989
Mariposa,2001,61.516208999999996
Mendocino,2001,256.26379199999997
Merced,2001,539.405924
Modoc,2001,53.733109999999996
Mono,2001,86.207241
Monterey,2001,684.045029
Napa,2001,325.803071
Nevada,2001,363.371126
Orange,2001,5575.79968
Placer,2001,979.277386
Plumas,2001,92.753371
Riverside,2001,4682.530494
Sacramento,2001,4033.818882
San Benito,2001,105.787842
San Bernardino,2001,3717.4273670000002
San Diego,2001,5494.491615999999
San Francisco,2001,1345.601676
San Joaquin,2001,1410.4626369999999
San Luis Obispo,2001,625.807411
San Mateo,2001,1475.1977140000001
Santa Barbara,2001,736.790972
Santa Clara,2001,3632.523894
Santa Cruz,2001,545.836675
Shasta,2001,639.896422
Sierra,2001,14.826266
Siskiyou,2001,212.440059
Solano,2001,877.676392
Sonoma,2001,1117.001221
Stanislaus,2001,1429.1574460000002
Sutter,2001,218.281602
Tehama,2001,189.92076
Trinity,2001,7.5546429999999996
Tulare,2001,923.793519
Tuolumne,2001,200.32304399999998
Ventura,2001,1533.134693
Yolo,2001,416.85940899999997
Yuba,2001,148.30662900000002
Alameda,2000,2926.1062260000003
Alpine,2000,6.2470349999999994
Amador,2000,127.23809399999999
Butte,2000,705.766172
Calaveras,2000,173.57840900000002
Colusa,2000,56.692547999999995
Contra Costa,2000,2636.955361
Del Norte,2000,113.613677
El Dorado,2000,659.090595
Fresno,2000,2280.8058899999996
Glenn,2000,85.039992
Humboldt,2000,310.706164
Imperial,2000,370.534379
Inyo,2000,50.570005
Kern,2000,1714.0948469999998
Kings,2000,291.393185
Lake,2000,243.295839
Lassen,2000,103.681384
Los Angeles,2000,18891.636154
Madera,2000,339.66385
Marin,2000,701.191633
Mariposa,2000,64.72784899999999
Mendocino,2000,279.353313
Merced,2000,555.908097
Modoc,2000,55.575865
Mono,2000,91.895434
Monterey,2000,720.998598
Napa,2000,349.180477
Nevada,2000,378.249161
Orange,2000,6362.08452
Placer,2000,976.1204560000001
Plumas,2000,92.93069399999999
Riverside,2000,4908.388078
Sacramento,2000,4140.894025
San Benito,2000,109.68019699999999
San Bernardino,2000,3950.485414
San Diego,2000,5853.182674000001
San Francisco,2000,1414.769693
San Joaquin,2000,1461.392803
San Luis Obispo,2000,599.985287
San Mateo,2000,1586.723337
Santa Barbara,2000,773.0805790000001
Santa Clara,2000,3816.3064759999997
Santa Cruz,2000,599.387426
Shasta,2000,653.242309
Sierra,2000,14.627973
Siskiyou,2000,222.35528399999998
Solano,2000,939.7425400000001
Sonoma,2000,1199.6091900000001
Stanislaus,2000,1447.537253
Sutter,2000,232.95891400000002
Tehama,2000,200.151209
Trinity,2000,7.86844
Tulare,2000,961.793645
Tuolumne,2000,207.413963
Ventura,2000,1652.825475
Yolo,2000,444.35739900000004
Yuba,2000,155.189758
Alameda,1999,2890.765488
Alpine,1999,6.597345
Amador,1999,124.60203700000001
Butte,1999,629.147565
Calaveras,1999,170.901166
Colusa,1999,54.987593999999994
Contra Costa,1999,2494.716628
Del Norte,1999,112.136921
El Dorado,1999,645.3478259999999
Fresno,1999,2109.2652350000003
Glenn,1999,84.031922
Humboldt,1999,310.967603
Imperial,1999,403.58828900000003
Inyo,1999,33.414984000000004
Kern,1999,1610.44044
Kings,1999,273.95136099999996
Lake,1999,243.11034700000002
Lassen,1999,102.022026
Los Angeles,1999,17665.120101
Madera,1999,333.074208
Marin,1999,701.990392
Mariposa,1999,65.121251
Mendocino,1999,271.11328199999997
Merced,1999,536.2792910000001
Modoc,1999,56.781566000000005
Mono,1999,84.916159
Monterey,1999,724.200963
Napa,1999,345.187419
Nevada,1999,371.660248
Orange,1999,5878.868082999999
Placer,1999,928.2321800000001
Plumas,1999,94.67609499999999
Riverside,1999,4631.338818
Sacramento,1999,3958.333237
San Benito,1999,104.493261
San Bernardino,1999,3631.979811
San Diego,1999,5840.593911999999
San Francisco,1999,1431.176769
San Joaquin,1999,1381.4969310000001
San Luis Obispo,1999,586.1232679999999
San Mateo,1999,1591.0344539999999
Santa Barbara,1999,737.409079
Santa Clara,1999,3773.1146630000003
Santa Cruz,1999,589.335133
Shasta,1999,642.079804
Sierra,1999,14.848177
Siskiyou,1999,222.44501400000001
Solano,1999,904.291652
Sonoma,1999,1191.103755
Stanislaus,1999,1377.4898130000001
Sutter,1999,226.282229
Tehama,1999,197.21578200000002
Trinity,1999,7.574803
Tulare,1999,889.036948
Tuolumne,1999,206.826367
Ventura,1999,1519.146603
Yolo,1999,419.297208
Yuba,1999,151.844232
Alameda,1998,2791.331196
Alpine,1998,6.7920050000000005
Amador,1998,123.22319099999999
Butte,1998,616.7815400000001
Calaveras,1998,167.369797
Colusa,1998,54.668412
Contra Costa,1998,2447.7281329999996
Del Norte,1998,110.06581200000001
El Dorado,1998,634.835862
Fresno,1998,2053.5828100000003
Glenn,1998,82.05433000000001
Humboldt,1998,294.940346
Imperial,1998,367.229676
Inyo,1998,33.776659
Kern,1998,1558.224025
Kings,1998,265.431352
Lake,1998,238.969509
Lassen,1998,101.049643
Los Angeles,1998,17234.632799000003
Madera,1998,321.720353
Marin,1998,679.985197
Mariposa,1998,63.80534399999999
Mendocino,1998,259.877544
Merced,1998,519.539331
Modoc,1998,58.079964000000004
Mono,1998,88.989198
Monterey,1998,680.13944
Napa,1998,334.236809
Nevada,1998,367.31343799999996
Orange,1998,5884.504854
Placer,1998,878.626145
Plumas,1998,93.749315
Riverside,1998,4405.222929
Sacramento,1998,3983.266939
San Benito,1998,96.90925
San Bernardino,1998,3627.3117829999997
San Diego,1998,5713.605691
San Francisco,1998,1355.950789
San Joaquin,1998,1359.6766810000001
San Luis Obispo,1998,561.133142
San Mateo,1998,1534.497316
Santa Barbara,1998,719.3253950000001
Santa Clara,1998,3649.2589380000004
Santa Cruz,1998,564.512907
Shasta,1998,634.757591
Sierra,1998,14.731826000000002
Siskiyou,1998,222.079025
Solano,1998,880.819057
Sonoma,1998,1140.4277710000001
Stanislaus,1998,1367.577234
Sutter,1998,222.022397
Tehama,1998,191.37270900000001
Trinity,1998,7.393925
Tulare,1998,890.1086310000001
Tuolumne,1998,203.618627
Ventura,1998,1462.6809759999999
Yolo,1998,407.01055099999996
Yuba,1998,148.137424
Alameda,1997,2674.834394
Alpine,1997,6.373298
Amador,1997,114.815322
Butte,1997,597.449897
Calaveras,1997,157.714415
Colusa,1997,54.037338
Contra Costa,1997,2341.159681
Del Norte,1997,107.696817
El Dorado,1997,591.638586
Fresno,1997,2033.8195260000002
Glenn,1997,80.814743
Humboldt,1997,287.670931
Imperial,1997,350.996039
Inyo,1997,32.764010999999996
Kern,1997,1551.094451
Kings,1997,265.212348
Lake,1997,221.693369
Lassen,1997,97.219052
Los Angeles,1997,17578.661112
Madera,1997,311.941573
Marin,1997,650.725465
Mariposa,1997,60.825894999999996
Mendocino,1997,249.440854
Merced,1997,509.773267
Modoc,1997,56.8023
Mono,1997,81.89241899999999
Monterey,1997,654.768601
Napa,1997,324.287107
Nevada,1997,342.285867
Orange,1997,5876.874363
Placer,1997,844.2437800000001
Plumas,1997,90.033386
Riverside,1997,4324.404946
Sacramento,1997,3837.133047
San Benito,1997,90.384096
San Bernardino,1997,3553.100913
San Diego,1997,5530.367207
San Francisco,1997,1315.523907
San Joaquin,1997,1320.510486
San Luis Obispo,1997,538.657641
San Mateo,1997,1483.4443529999999
Santa Barbara,1997,706.49292
Santa Clara,1997,3509.355246
Santa Cruz,1997,542.318643
Shasta,1997,626.99012
Sierra,1997,13.908980999999999
Siskiyou,1997,226.711535
Solano,1997,854.771901
Sonoma,1997,1099.953577
Stanislaus,1997,1331.017855
Sutter,1997,221.10265
Tehama,1997,187.59187
Trinity,1997,7.337407000000001
Tulare,1997,875.53309
Tuolumne,1997,191.286347
Ventura,1997,1481.608592
Yolo,1997,401.931353
Yuba,1997,146.173412
Alameda,1996,2615.308775
Alpine,1996,6.063832
Amador,1996,115.017917
Butte,1996,594.667475
Calaveras,1996,153.829455
Colusa,1996,53.461666
Contra Costa,1996,2316.045847
Del Norte,1996,139.830574
El Dorado,1996,576.9540820000001
Fresno,1996,2015.17926
Glenn,1996,81.231995
Humboldt,1996,279.05134
Imperial,1996,330.261908
Inyo,1996,32.911372
Kern,1996,1546.441563
Kings,1996,261.264399
Lake,1996,226.495337
Lassen,1996,95.941076
Los Angeles,1996,16322.045682
Madera,1996,309.062289
Marin,1996,641.424276
Mariposa,1996,60.508736999999996
Mendocino,1996,253.17553999999998
Merced,1996,502.477454
Modoc,1996,64.699111
Mono,1996,81.12380300000001
Monterey,1996,634.604678
Napa,1996,316.360508
Nevada,1996,339.72617599999995
Orange,1996,5618.981399
Placer,1996,823.5872860000001
Plumas,1996,88.417064
Riverside,1996,4263.842855
Sacramento,1996,3865.501305
San Benito,1996,85.04889
San Bernardino,1996,3548.3642240000004
San Diego,1996,5385.364689
San Francisco,1996,1273.247416
San Joaquin,1996,1309.102617
San Luis Obispo,1996,524.969428
San Mateo,1996,1445.210949
Santa Barbara,1996,682.029493
Santa Clara,1996,3408.446035
Santa Cruz,1996,528.213716
Shasta,1996,661.759299
Sierra,1996,13.839174
Siskiyou,1996,284.668763
Solano,1996,843.2618150000001
Sonoma,1996,1061.2828949999998
Stanislaus,1996,1331.3099
Sutter,1996,219.97383900000003
Tehama,1996,186.971977
Trinity,1996,7.248651
Tulare,1996,875.439751
Tuolumne,1996,189.765704
Ventura,1996,1426.889935
Yolo,1996,395.182263
Yuba,1996,148.199468
Alameda,1995,2548.457958
Alpine,1995,6.231561
Amador,1995,110.744724
Butte,1995,559.101202
Calaveras,1995,148.585115
Colusa,1995,50.557113
Contra Costa,1995,2177.154476
Del Norte,1995,106.56661000000001
El Dorado,1995,558.651068
Fresno,1995,1895.082375
Glenn,1995,77.634517
Humboldt,1995,282.06174100000004
Imperial,1995,304.076615
Inyo,1995,31.733539
Kern,1995,1450.188794
Kings,1995,243.13235899999998
Lake,1995,215.371804
Lassen,1995,94.504263
Los Angeles,1995,16823.629351
Madera,1995,290.707813
Marin,1995,632.300683
Mariposa,1995,58.417654000000006
Mendocino,1995,235.35722400000003
Merced,1995,475.98495499999996
Modoc,1995,53.878076
Mono,1995,81.678987
Monterey,1995,623.04451
Napa,1995,305.372795
Nevada,1995,327.047146
Orange,1995,5441.322577
Placer,1995,757.250491
Plumas,1995,86.200226
Riverside,1995,4060.4225899999997
Sacramento,1995,3581.182311
San Benito,1995,78.64315400000001
San Bernardino,1995,3429.8846009999997
San Diego,1995,5213.745075
San Francisco,1995,1280.02107
San Joaquin,1995,1213.7228810000001
San Luis Obispo,1995,505.762762
San Mateo,1995,1413.561677
Santa Barbara,1995,672.124025
Santa Clara,1995,3295.025941
Santa Cruz,1995,518.4641389999999
Shasta,1995,615.819594
Sierra,1995,13.550548999999998
Siskiyou,1995,208.56958899999998
Solano,1995,792.330617
Sonoma,1995,1032.481043
Stanislaus,1995,1244.9281939999998
Sutter,1995,203.000605
Tehama,1995,177.708536
Trinity,1995,7.045808
Tulare,1995,829.967205
Tuolumne,1995,186.285027
Ventura,1995,1385.918311
Yolo,1995,364.965623
Yuba,1995,139.638867
Alameda,1994,2774.5663170000003
Alpine,1994,6.183168
Amador,1994,110.372675
Butte,1994,556.27639
Calaveras,1994,146.12338799999998
Colusa,1994,50.078666999999996
Contra Costa,1994,2137.669934
Del Norte,1994,110.77604099999999
El Dorado,1994,548.5536179999999
Fresno,1994,1874.3397690000002
Glenn,1994,77.620997
Humboldt,1994,273.03234199999997
Imperial,1994,310.16129900000004
Inyo,1994,32.704783
Kern,1994,1452.9227640000001
Kings,1994,241.36674700000003
Lake,1994,220.759978
Lassen,1994,95.123652
Los Angeles,1994,16065.583395
Madera,1994,286.22116800000003
Marin,1994,615.883459
Mariposa,1994,56.751585999999996
Mendocino,1994,240.739424
Merced,1994,471.52042800000004
Modoc,1994,55.755366
Mono,1994,85.462068
Monterey,1994,622.894636
Napa,1994,296.203358
Nevada,1994,328.218954
Orange,1994,5463.243976
Placer,1994,746.608507
Plumas,1994,88.051175
Riverside,1994,4026.994776
Sacramento,1994,3694.817964
San Benito,1994,77.68754100000001
San Bernardino,1994,3411.1024
San Diego,1994,5218.545736
San Francisco,1994,1257.32892
San Joaquin,1994,1193.755366
San Luis Obispo,1994,493.122675
San Mateo,1994,1412.0813150000001
Santa Barbara,1994,670.7431339999999
Santa Clara,1994,3205.731343
Santa Cruz,1994,514.354866
Shasta,1994,608.0540440000001
Sierra,1994,13.418544
Siskiyou,1994,219.4331
Solano,1994,778.884335
Sonoma,1994,1024.717927
Stanislaus,1994,1255.7800300000001
Sutter,1994,203.671153
Tehama,1994,176.94899099999998
Trinity,1994,7.025786999999999
Tulare,1994,834.705547
Tuolumne,1994,185.058503
Ventura,1994,1395.507016
Yolo,1994,362.160463
Yuba,1994,141.866205
Alameda,1993,2529.229286
Alpine,1993,6.8127759999999995
Amador,1993,109.035503
Butte,1993,551.0431679999999
Calaveras,1993,145.291775
Colusa,1993,49.733609
Contra Costa,1993,2167.9515420000002
Del Norte,1993,116.229421
El Dorado,1993,550.149822
Fresno,1993,1832.3787559999998
Glenn,1993,76.907618
Humboldt,1993,278.61487200000005
Imperial,1993,67.399539
Inyo,1993,32.482845000000005
Kern,1993,1422.3163710000001
Kings,1993,232.703312
Lake,1993,222.32432999999997
Lassen,1993,75.845378
Los Angeles,1993,15759.083037999999
Madera,1993,279.636988
Marin,1993,619.375851
Mariposa,1993,55.7758
Mendocino,1993,243.797244
Merced,1993,464.213059
Modoc,1993,58.621914000000004
Mono,1993,85.942805
Monterey,1993,622.10241
Napa,1993,305.106743
Nevada,1993,323.128959
Orange,1993,5194.5332
Placer,1993,728.522643
Plumas,1993,116.951203
Riverside,1993,3525.50925
Sacramento,1993,3650.2453170000003
San Benito,1993,75.114599
San Bernardino,1993,3797.8364920000004
San Diego,1993,5062.419031
San Francisco,1993,1252.797683
San Joaquin,1993,1202.847795
San Luis Obispo,1993,493.668203
San Mateo,1993,1415.7997560000001
Santa Barbara,1993,662.362487
Santa Clara,1993,3240.047942
Santa Cruz,1993,515.416561
Shasta,1993,598.225337
Sierra,1993,10.250577
Siskiyou,1993,211.169746
Solano,1993,796.996857
Sonoma,1993,1027.3504169999999
Stanislaus,1993,1219.004491
Sutter,1993,200.471983
Tehama,1993,173.922991
Trinity,1993,17.383441
Tulare,1993,812.396109
Tuolumne,1993,187.02658300000002
Ventura,1993,1351.1339710000002
Yolo,1993,366.89576800000003
Yuba,1993,140.554885
Alameda,1992,2465.000074
Alpine,1992,5.8087349999999995
Amador,1992,105.907059
Butte,1992,555.149304
Calaveras,1992,140.066797
Colusa,1992,50.535778
Contra Costa,1992,2094.08336
Del Norte,1992,106.38325800000001
El Dorado,1992,529.892679
Fresno,1992,1865.168616
Glenn,1992,78.46481
Humboldt,1992,269.87186299999996
Imperial,1992,67.375904
Inyo,1992,32.188117
Kern,1992,1459.0675099999999
Kings,1992,233.93285099999997
Lake,1992,215.20073900000003
Lassen,1992,71.091236
Los Angeles,1992,16377.794988999998
Madera,1992,278.816591
Marin,1992,597.767275
Mariposa,1992,54.215393000000006
Mendocino,1992,239.20010699999997
Merced,1992,414.61226600000003
Modoc,1992,53.699222
Mono,1992,81.819393
Monterey,1992,606.054357
Napa,1992,297.002241
Nevada,1992,313.97117799999995
Orange,1992,5493.876813
Placer,1992,711.086467
Plumas,1992,107.747799
Riverside,1992,3625.50262
Sacramento,1992,3634.5994659999997
San Benito,1992,71.536465
San Bernardino,1992,3964.3198840000005
San Diego,1992,5120.24095
San Francisco,1992,1210.064743
San Joaquin,1992,1202.71199
San Luis Obispo,1992,483.46283
San Mateo,1992,1371.915575
Santa Barbara,1992,655.938051
Santa Clara,1992,3148.037332
Santa Cruz,1992,498.16949000000005
Shasta,1992,605.1320820000001
Sierra,1992,9.83469
Siskiyou,1992,221.741968
Solano,1992,763.352506
Sonoma,1992,989.660199
Stanislaus,1992,1291.823418
Sutter,1992,201.911746
Tehama,1992,176.012138
Trinity,1992,25.816312
Tulare,1992,820.298247
Tuolumne,1992,181.083104
Ventura,1992,1371.4602009999999
Yolo,1992,366.59425699999997
Yuba,1992,141.72156999999999
Alameda,1991,2515.20997
Alpine,1991,6.165242
Amador,1991,108.875556
Butte,1991,553.073852
Calaveras,1991,143.201069
Colusa,1991,50.731018
Contra Costa,1991,2073.815256
Del Norte,1991,104.81277800000001
El Dorado,1991,539.328355
Fresno,1991,1840.839026
Glenn,1991,79.317239
Humboldt,1991,277.481786
Imperial,1991,77.57316800000001
Inyo,1991,32.58166
Kern,1991,1431.212946
Kings,1991,231.619948
Lake,1991,222.19482799999997
Lassen,1991,93.79686099999999
Los Angeles,1991,16310.884065
Madera,1991,274.482487
Marin,1991,607.809672
Mariposa,1991,55.541087
Mendocino,1991,249.05009700000002
Merced,1991,410.238408
Modoc,1991,54.60313000000001
Mono,1991,84.60274
Monterey,1991,630.0382900000001
Napa,1991,291.156241
Nevada,1991,322.43557200000004
Orange,1991,5137.491215
Placer,1991,702.32253
Plumas,1991,89.257865
Riverside,1991,3387.375972
Sacramento,1991,3617.630125
San Benito,1991,71.635891
San Bernardino,1991,3773.015371
San Diego,1991,4879.208742
San Francisco,1991,1244.609201
San Joaquin,1991,1183.308681
San Luis Obispo,1991,493.91538099999997
San Mateo,1991,1400.528192
Santa Barbara,1991,659.268904
Santa Clara,1991,3163.287437
Santa Cruz,1991,510.49327900000003
Shasta,1991,606.1423110000001
Sierra,1991,13.437381
Siskiyou,1991,214.12195400000002
Solano,1991,760.420748
Sonoma,1991,998.3553119999999
Stanislaus,1991,1301.658558
Sutter,1991,194.811427
Tehama,1991,175.080818
Trinity,1991,26.623264000000002
Tulare,1991,807.148766
Tuolumne,1991,186.35586899999998
Ventura,1991,1348.8844900000001
Yolo,1991,361.263298
Yuba,1991,139.556078
Alameda,1990,2498.2656260000003
Alpine,1990,6.0369779999999995
Amador,1990,105.09338799999999
Butte,1990,547.90157
Calaveras,1990,138.299372
Colusa,1990,50.598114
Contra Costa,1990,2074.798616
Del Norte,1990,90.982237
El Dorado,1990,524.585004
Fresno,1990,1785.87754
Glenn,1990,78.49860100000001
Humboldt,1990,276.637302
Imperial,1990,136.984365
Inyo,1990,32.221356
Kern,1990,1377.497276
Kings,1990,224.178059
Lake,1990,215.462829
Lassen,1990,87.30098000000001
Los Angeles,1990,16960.720058000003
Madera,1990,262.454632
Marin,1990,602.554328
Mariposa,1990,53.734453
Mendocino,1990,248.23827999999997
Merced,1990,445.58421100000004
Modoc,1990,50.605452
Mono,1990,85.017504
Monterey,1990,607.8140139999999
Napa,1990,290.6178
Nevada,1990,313.87985699999996
Orange,1990,5120.56568
Placer,1990,680.96094
Plumas,1990,88.269715
Riverside,1990,3381.206731
Sacramento,1990,3625.074714
San Benito,1990,70.13614799999999
San Bernardino,1990,3825.313313
San Diego,1990,5204.506395
San Francisco,1990,1218.10055
San Joaquin,1990,1160.0073929999999
San Luis Obispo,1990,487.02022400000004
San Mateo,1990,1392.880024
Santa Barbara,1990,647.314279
Santa Clara,1990,3137.451293
Santa Cruz,1990,502.60115599999995
Shasta,1990,578.296518
Sierra,1990,13.450056
Siskiyou,1990,191.86298100000002
Solano,1990,753.056817
Sonoma,1990,987.9231980000001
Stanislaus,1990,1196.224573
Sutter,1990,191.661435
Tehama,1990,171.136295
Trinity,1990,26.298565999999997
Tulare,1990,788.66998
Tuolumne,1990,184.325696
Ventura,1990,1349.773045
Yolo,1990,361.66252799999995
Yuba,1990,137.659067
